seed,domain_count,fault_budget,n_candidates,adversary,feasible,theoretical_min_cost,realized_cost,verdict,queried_count,wasted_queries,rounds,overhead_ratio
951520937,15,2,9,adversarial,1,17,27,ALLOW,7,4,5,1.588235294117647
951520938,15,2,9,adversarial,1,23,39,ALLOW,8,5,6,1.6956521739130435
951520939,15,2,9,adversarial,1,20,34,ALLOW,8,5,6,1.7
951521200,15,2,12,benign,1,9,9,ALLOW,3,0,1,1.0
951521201,15,2,12,benign,1,8,8,ALLOW,3,0,1,1.0
951521202,15,2,12,benign,1,5,5,ALLOW,3,0,1,1.0
951521203,15,2,12,benign,1,11,11,ALLOW,3,0,1,1.0
951521204,15,2,12,benign,1,8,8,ALLOW,3,0,1,1.0
951521205,15,2,12,benign,1,12,12,ALLOW,3,0,1,1.0
951521206,15,2,12,benign,1,4,4,ALLOW,3,0,1,1.0
951521207,15,2,12,benign,1,5,5,ALLOW,3,0,1,1.0
951521208,15,2,12,benign,1,5,5,ALLOW,3,0,1,1.0
951521209,15,2,12,benign,1,7,7,ALLOW,3,0,1,1.0
951521210,15,2,12,benign,1,7,7,ALLOW,3,0,1,1.0
951521211,15,2,12,benign,1,7,7,ALLOW,3,0,1,1.0
951521212,15,2,12,benign,1,4,4,ALLOW,3,0,1,1.0
951521213,15,2,12,benign,1,4,4,ALLOW,3,0,1,1.0
951521214,15,2,12,benign,1,8,8,ALLOW,3,0,1,1.0
951521215,15,2,12,benign,1,6,6,ALLOW,3,0,1,1.0
951521216,15,2,12,benign,1,6,6,ALLOW,3,0,1,1.0
951521217,15,2,12,benign,1,8,8,ALLOW,3,0,1,1.0
951521218,15,2,12,benign,1,11,11,ALLOW,3,0,1,1.0
951521219,15,2,12,benign,1,4,4,ALLOW,3,0,1,1.0
951521210,15,2,12,random,1,12,21,ALLOW,6,3,4,1.75
951521211,15,2,12,random,1,11,21,ALLOW,6,3,4,1.9090909090909092
951521212,15,2,12,random,1,6,7,ALLOW,4,1,2,1.1666666666666667
951521213,15,2,12,random,1,8,11,ALLOW,5,2,3,1.375
951521214,15,2,12,random,1,10,11,ALLOW,4,1,2,1.1
951521215,15,2,12,random,1,10,14,ALLOW,5,2,3,1.4
951521216,15,2,12,random,1,13,30,ALLOW,8,5,6,2.3076923076923075
951521217,15,2,12,random,1,9,12,ALLOW,5,2,3,1.3333333333333333
951521218,15,2,12,random,1,13,17,ALLOW,4,1,2,1.3076923076923077
951521219,15,2,12,random,1,4,4,ALLOW,3,0,1,1.0
951521220,15,2,12,random,1,5,7,ALLOW,4,1,2,1.4
951521221,15,2,12,random,1,11,22,ALLOW,7,4,5,2.0
951521222,15,2,12,random,1,16,37,ALLOW,8,5,6,2.3125
951521223,15,2,12,random,0,,34,STEP_UP,9,7,8,
951521224,15,2,12,random,1,7,8,ALLOW,4,1,2,1.1428571428571428
951521225,15,2,12,random,1,10,10,ALLOW,3,0,1,1.0
951521226,15,2,12,random,1,7,11,ALLOW,5,2,3,1.5714285714285714
951521227,15,2,12,random,1,14,17,ALLOW,4,1,2,1.2142857142857142
951521228,15,2,12,random,1,9,12,ALLOW,4,1,2,1.3333333333333333
951521229,15,2,12,random,1,6,8,ALLOW,4,1,2,1.3333333333333333
951521220,15,2,12,adversarial,1,20,34,ALLOW,10,7,8,1.7
951521221,15,2,12,adversarial,1,23,58,ALLOW,12,7,8,2.5217391304347827
951521222,15,2,12,adversarial,1,19,31,ALLOW,8,5,6,1.631578947368421
951521223,15,2,12,adversarial,1,22,39,ALLOW,10,7,8,1.7727272727272727
951521224,15,2,12,adversarial,1,21,39,ALLOW,9,6,7,1.8571428571428572
951521225,15,2,12,adversarial,0,,27,STEP_UP,7,5,6,
951521226,15,2,12,adversarial,1,19,31,ALLOW,9,6,7,1.631578947368421
951521227,15,2,12,adversarial,1,19,35,ALLOW,7,4,5,1.8421052631578947
951521228,15,2,12,adversarial,1,22,50,ALLOW,10,6,7,2.272727272727273
951521229,15,2,12,adversarial,1,20,37,ALLOW,10,7,8,1.85
951521230,15,2,12,adversarial,1,19,38,ALLOW,9,6,7,2.0
951521231,15,2,12,adversarial,1,19,45,ALLOW,11,7,8,2.3684210526315788
951521232,15,2,12,adversarial,1,21,44,ALLOW,10,7,8,2.0952380952380953
951521233,15,2,12,adversarial,1,19,38,ALLOW,10,7,8,2.0
951521234,15,2,12,adversarial,1,16,28,ALLOW,10,7,8,1.75
951521235,15,2,12,adversarial,1,24,47,ALLOW,11,7,8,1.9583333333333333
951521236,15,2,12,adversarial,1,24,60,ALLOW,10,7,8,2.5
951521237,15,2,12,adversarial,1,18,32,ALLOW,9,6,7,1.7777777777777777
951521238,15,2,12,adversarial,1,24,58,ALLOW,10,7,8,2.4166666666666665
951521239,15,2,12,adversarial,1,17,46,ALLOW,10,7,8,2.7058823529411766
